blogs,Rating,Discussion of Costs,Quantification of Benefits,Explanation/Quantification of Harms
https://www.healthnewsreview.org/review/new-melanoma-treatment-a-turning-point-against-cancer/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/researchers-report-progress-in-cancer-immunotherapy/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/can-herbs-fight-asthma/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/robotic-surgeries-costlier-but-safer-study/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/experimental-treatment-may-help-food-allergies/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/vitamin-a-may-slash-melanoma-risk/,4,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/omega-3-fatty-acids-may-protect-the-aging-brain/,4,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/omega-3-oils-shown-as-good-for-brain-health-in-study-involving-older-people/,2,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/study-brain-suffers-when-fish-oil-falls-short/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/vitamin-d3-might-ease-menstrual-cramps/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/experimental-drug-shows-promise-against-type-2-diabetes/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/ill-take-a-sperm-test-to-go-first-at-home-male-infertility-test-debuts/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/a-new-approach-to-treating-hair-loss/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/mammograms-can-save-lives-of-women-in-their-40s-study/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-mammogram-benefits-for-women-in-their-40s/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/prevention-fish-helps-reduce-risk-of-polyps-in-women/,2,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/the-healthy-skeptic-probiotics-could-help-in-cold-and-flu-season/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/weight-loss-drugs-face-high-hurdles-at-fda/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/stop-smoking-drug-may-also-curb-problem-drinking/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/the-best-foods-for-thought-literally/,2,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/patients-own-stem-cells-help-heal-heart-early-research-shows/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/scarred-hearts-healed-after-heart-attack/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-treatment-deep-freezes-ovarian-tumors/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/tiny-electrical-shocks-to-the-brain-enhance-memory-study/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/electrical-brain-stimulation-may-strengthen-memory-study-says/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/inventor-says-new-heart-catheter-will-save-lives/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/heart-hormone-linked-to-calorie-burning-brown-fat/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-drug-treats-fibroids-with-fewer-side-effects/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-european-pill-works-against-uterine-fibroids/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/fda-approves-cystic-fibrosis-drug/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/study-clouds-evidence-on-soy-and-menopause/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/hot-flash-remedies-estrogen-may-be-the-best-answer/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/drug-duo-may-help-fight-aggressive-form-of-breast-cancer/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-implant-addresses-hearing-loss-caused-by-inner-ear-damage/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/magnesium-rich-diet-may-lower-stroke-risk-study/,5,Not Applicable,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/novel-stem-cell-treatment-may-hold-promise-for-type-1-diabetes/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nicotine-patch-may-help-improve-memory-study-finds/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nicotine-patch-may-improve-memory/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/nicotine-replacement-treatments-may-not-work-long-term/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nicotine-gum-and-skin-patch-face-new-doubt/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nicotine-patches-gum-dont-prevent-relapse-study-finds/,3,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/the-healthy-skeptic-is-caffeine-an-effective-weight-loss-aid/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/red-wine-prevents-breast-cancer-ill-drink-to-that/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/drug-eases-gout-flare-ups-in-some-patients-study/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/could-a-vitamin-make-antidepressants-work-better/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/debate-over-who-needs-a-thyroid-check-in-pregnancy/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/spinal-manipulation-home-exercise-may-ease-neck-pain/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/spinal-tap-may-predict-alzheimers-years-ahead/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/study-looks-at-deep-brain-stimulation-in-bipolar-patients/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/music-may-help-ease-pain-for-anxious-people/,0,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/statins-tied-to-lower-risk-of-fatal-prostate-cancer/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-blood-test-may-rule-out-heart-attacks-more-quickly/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/dhea-hormone-may-help-women-through-menopause-study/,2,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/brain-stimulation-may-help-some-stroke-patients/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/magnet-therapy-may-help-stroke-survivors-recover/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/parents-latest-pick-herbal-shampoos-to-keep-away-lice/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/treatment-for-blood-disease-is-gene-therapy-landmark/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/mammograms-cut-risk-of-breast-cancer-death-by-half-study-finds/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/gene-test-could-spare-women-from-unnecessary-radiation/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/prozac-may-reduce-symptoms-of-autism-in-adults/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/treatment-shows-promise-for-premature-ejaculation/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/experimental-treatment-may-help-relieve-back-pain/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/non-fried-fish-might-help-ward-off-alzheimers-study/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/eating-fish-may-be-good-for-brain-health/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/microwave-technique-fights-lung-tumors/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/the-healthy-skeptic-promise-of-chromagen-lenses-for-dyslexia-a-bit-blurry/,5,Satisfactory,Satisfactory,Not Applicable
